
***************************************
Calculating total value of all items...
***************************************

Total value: $8,717,398.45

***************************************
Calculating total value by bot...
***************************************

76561198583274760: $115,740.88 (517)
Souvenir MP7 | Anodized Navy (Minimal Wear) - $0.00 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301312261A10319412301D9993103493251245287
M4A4 | Zirka (Field-Tested) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301324228A9327553974D16918381571712461540
StatTrak™ AK-47 | Redline (Field-Tested) - $56.17 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301343791A14503009682D16168175611855765783
StatTrak™ AWP | Redline (Field-Tested) - $65.83 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301343791A14503009679D10144397907595000399
AWP | Lightning Strike (Factory New) - $516.99 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301385935A14518927157D11970647940399299169
P2000 | Amber Fade (Factory New) - $7.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301439986A9685954232D10119098135710797444
StatTrak™ G3SG1 | Azure Zebra (Minimal Wear) - $5.82 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301522139A9358535352D9992470414833777783
SCAR-20 | Crimson Web (Field-Tested) - $4.46 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301522139A9358535339D9396875267608289720
StatTrak™ AK-47 | Red Laminate (Battle-Scarred) - $95.62 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301581580A14541872379D6948141830232752605
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301736322A14421067835D3074953894664366975
M4A1-S | Nitro (Well-Worn) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301795401A9017963039D2604778696790626764
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301815313A12678919530D7971945563849796947
P250 | Hive (Factory New) - $5.59 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301857738A14098996052D7116959171007278344
Souvenir P2000 | Granite Marbleized (Field-Tested) - $71.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301859310A14540231428D7071359777602562246
M4A1-S | Nitro (Minimal Wear) - $1.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301895094A9888138173D14441466087316782948
AK-47 | Safari Mesh (Minimal Wear) - $0.17 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301986958A14374874025D12297266431940420529
AWP | BOOM (Minimal Wear) - $100.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198301986958A14002427209D4669142922898495053
AK-47 | Predator (Minimal Wear) - $17.64 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198302067421A8879531050D12312914405552565621
StatTrak™ P250 | Steel Disruption (Factory New) - $6.32 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198302627334A7420177092D9416615753344879564
M4A1-S | Dark Water (Minimal Wear) - $77.38 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198302763098A12969434295D2783308737764751236
P90 | Teardown (Field-Tested) - $0.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303161215A14369468414D11710625944684413977
AK-47 | Jungle Spray (Battle-Scarred) - $4.61 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303671977A11240651897D16294215475157434707
MAC-10 | Amber Fade (Factory New) - $14.24 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303745154A13244937936D16736152935448281263
AK-47 | Redline (Battle-Scarred) - $13.54 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303745914A10659114503D7065238153097389425
AWP | Safari Mesh (Field-Tested) - $0.03 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746309A14552751677D7992982018797525573
AK-47 | Safari Mesh (Minimal Wear) - $0.17 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746309A10633445187D10106753275996423955
StatTrak™ P90 | Module (Factory New) - $2.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746309A10633445179D16194981655849977367
Souvenir P250 | Boreal Forest (Minimal Wear) - $26.79 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746309A10574574730D7791447542295472072
Souvenir UMP-45 | Gunsmoke (Field-Tested) - $26.72 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746309A10574574527D17197710582479174848
M4A1-S | Blood Tiger (Minimal Wear) - $4.84 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746309A10574574169D12006807997594984388
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303746654A10869891595D10107344385038660325
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303770441A10067130657D11405158527295797
AWP | Safari Mesh (Field-Tested) - $0.03 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303793192A9025794053D163296048908482567
M4A1-S | Blood Tiger (Factory New) - $5.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303848780A9885725082D2336891329584535974
Souvenir Nova | Polar Mesh (Field-Tested) - $0.17 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303848780A9885724722D7965425509701782621
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303848780A9885724336D14304258031191206335
StatTrak™ M4A1-S | Blood Tiger (Factory New) - $12.78 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303860937A14516848759D2784461428741995434
Souvenir G3SG1 | Polar Camo (Field-Tested) - $0.40 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303863116A12973383752D5650375157828048063
StatTrak™ Five-SeveN | Kami (Field-Tested) - $1.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303870258A12993876726D480974799504991899
Souvenir P90 | Sand Spray (Field-Tested) - $0.11 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198303879491A11815014218D12605017683088461343
M4A1-S | Dark Water (Field-Tested) - $69.77 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304146183A10568071921D7785681972318269738
M4A1-S | Guardian (Field-Tested) - $18.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304146183A10568071520D14763589323191351046
M4A4 | Jungle Tiger (Minimal Wear) - $8.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304146183A10568071458D587768973851848324
M4A1-S | Atomic Alloy (Minimal Wear) - $49.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304351813A14398788726D2911801753845726464
P90 | Sand Spray (Factory New) - $0.08 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304363895A10911689501D11728042760306421501
AK-47 | Predator (Field-Tested) - $17.36 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304365257A14367506792D7124941863317954899
P2000 | Silver (Factory New) - $28.07 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304365257A13968217224D710295997145312
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304365729A14545466380D9539941648791678331
Dual Berettas | Panther (Factory New) - $2.21 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304386209A13555014975D12451376050896913648
P250 | Hive (Factory New) - $5.59 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304433189A10998885529D9288369136909995500
StatTrak™ SG 553 | Ultraviolet (Field-Tested) - $24.36 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304433189A10363428723D14439316722944609111
Desert Eagle | Cobalt Disruption (Factory New) - $77.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304433189A10009213716D10244739366568871943
M4A1-S | Nitro (Field-Tested) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304521753A13443704703D327637725049345898
AUG | Wings (Factory New) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304549155A14116776451D7650705406752652288
StatTrak™ USP-S | Orion (Minimal Wear) - $81.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304549155A9710961833D900838708412625863
M4A1-S | Blood Tiger (Factory New) - $5.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304549913A10690965169D2891874514780518382
M4A1-S | Nitro (Field-Tested) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304550880A9841852604D9226434091448636396
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304610693A13876418708D919897920281687777
Glock-18 | Candy Apple (Minimal Wear) - $0.30 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304613023A10527789422D786582160121170728
M4A1-S | Atomic Alloy (Minimal Wear) - $49.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198304615540A10389700938D2885235884402143624
AK-47 | Redline (Field-Tested) - $30.14 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305063886A12437935462D7396613473999956371
Souvenir G3SG1 | Desert Storm (Field-Tested) - $0.11 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305090483A13720252055D7083120213518192731
StatTrak™ M4A1-S | Blood Tiger (Factory New) - $12.78 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305094365A10473544363D7845317017830364490
Dual Berettas | Marina (Field-Tested) - $4.91 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305094365A10473544284D16765296281599361556
AK-47 | Red Laminate (Field-Tested) - $41.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305114816A9853436146D11973464655678844221
StatTrak™ Five-SeveN | Case Hardened (Field-Tested) - $16.96 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305122767A13597604841D10097110222029860435
Souvenir P250 | Boreal Forest (Field-Tested) - $7.04 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305189207A10372326303D290663236894328814
Souvenir P250 | Bone Mask (Battle-Scarred) - $0.24 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305203486A13992399304D12403167277262709740
M4A1-S | Guardian (Minimal Wear) - $19.52 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305619884A14555421257D3056935234706814242
Desert Eagle | Mudder (Field-Tested) - $0.03 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305619884A14530349689D16873378704073191141
AK-47 | Predator (Battle-Scarred) - $16.86 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305619884A14530349681D7064088073057627537
Five-SeveN | Kami (Factory New) - $1.75 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305619884A14530349676D9398605769465408247
AWP | BOOM (Minimal Wear) - $100.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305667646A14005232228D5630887135719600299
Glock-18 | Dragon Tattoo (Factory New) - $88.35 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305712491A11786472632D4639427566534044424
USP-S | Night Ops (Minimal Wear) - $0.28 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305737959A11193900606D7946793427853349869
StatTrak™ Galil AR | Shattered (Field-Tested) - $6.82 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305771758A8509050077D354775306189601633
StatTrak™ Five-SeveN | Case Hardened (Well-Worn) - $15.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305795794A14499391494D5687598710140732125
StatTrak™ Tec-9 | Isaac (Minimal Wear) - $4.43 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305816633A13901789964D630624939422356278
M4A1-S | Nitro (Minimal Wear) - $1.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305839982A14438210789D17054089787488457506
StatTrak™ Five-SeveN | Kami (Minimal Wear) - $1.78 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305846671A10435985280D5667924056612964019
SG 553 | Ultraviolet (Field-Tested) - $25.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305856293A11852758453D14136483416047388031
StatTrak™ Dual Berettas | Hemoglobin (Factory New) - $20.51 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305924995A11696340841D7820607020152694846
StatTrak™ Galil AR | Shattered (Well-Worn) - $5.62 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305969257A13538668702D7515076406153231841
StatTrak™ FAMAS | Pulse (Factory New) - $12.76 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198305983096A13497138829D12396345856181040666
AWP | Pit Viper (Field-Tested) - $0.17 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306026540A13152346550D16349276309499163271
StatTrak™ SG 553 | Ultraviolet (Field-Tested) - $24.36 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306026540A13152346519D2648127576015423477
M4A1-S | Nitro (Field-Tested) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306033614A13763378016D16459687050424037740
M4A4 | Urban DDPAT (Field-Tested) - $0.10 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306045737A13146801122D778081275830584492
M4A4 | X-Ray (Factory New) - $17.45 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306066498A12892961843D174589538543537696
M4A1-S | Bright Water (Field-Tested) - $24.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306069773A14537700770D17176951820494535648
P2000 | Scorpion (Factory New) - $4.97 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306069773A12108881488D11964517072047195300
M4A1-S | Boreal Forest (Minimal Wear) - $0.09 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306069773A12108881351D577737072781758720
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306071345A13115430141D621510006604741795
Souvenir MP9 | Sand Dashed (Field-Tested) - $0.24 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306105775A11493096917D14577037640914231312
StatTrak™ USP-S | Serum (Minimal Wear) - $35.78 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306169032A13895342066D14450584499385259919
M4A4 | Zirka (Field-Tested) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306193738A14194149188D9856882788287448646
Souvenir Five-SeveN | Silver Quartz (Field-Tested) - $142.36 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306242304A12815272023D1037176374219115633
Souvenir Five-SeveN | Silver Quartz (Field-Tested) - $142.36 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306242304A12815271384D4776644556331199611
AWP | BOOM (Minimal Wear) - $100.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306278887A11430668975D16618401949568097451
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306302166A10534866408D6956586352878194681
AWP | Safari Mesh (Minimal Wear) - $0.10 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306309506A12460515387D14449386960424320641
StatTrak™ P2000 | Red FragCam (Factory New) - $4.45 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306342180A14451584075D6984105291104698568
P250 | Hive (Field-Tested) - $4.77 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306381243A14485468090D7494069265467451662
MP7 | Skulls (Field-Tested) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306392292A13514705655D12414419388408719587
AWP | BOOM (Minimal Wear) - $100.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306393206A13648007945D13845440229366699083
Glock-18 | Blue Fissure (Field-Tested) - $1.14 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306408354A12693447512D9531415664085435814
AK-47 | Predator (Minimal Wear) - $17.64 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306429979A10283971648D13902119883732346745
StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred) - $33.69 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306430503A10223637133D16476041177174636332
StatTrak™ AK-47 | Blue Laminate (Field-Tested) - $23.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306431782A13315334154D9954892570813280221
StatTrak™ Galil AR | Shattered (Field-Tested) - $6.82 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306434339A10805067689D5525466365678902691
M4A1-S | Boreal Forest (Field-Tested) - $0.03 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306445243A13591989858D16285583604411486542
FAMAS | Pulse (Factory New) - $5.96 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306446446A10013649950D7127652996491833564
P90 | Blind Spot (Factory New) - $9.98 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306461511A13376519293D14907487529176869085
StatTrak™ AK-47 | Blue Laminate (Factory New) - $36.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306513111A13968226232D7512747649274274619
M4A4 | Urban DDPAT (Minimal Wear) - $0.27 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306513111A10801103429D2894912969704834220
Galil AR | Orange DDPAT (Minimal Wear) - $16.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306523083A12856856652D11718476768521492363
StatTrak™ AK-47 | Blue Laminate (Field-Tested) - $23.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306523083A11512031012D1021448776348762997
P2000 | Ocean Foam (Factory New) - $120.96 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306535162A9885054733D16721485303341261408
AK-47 | Red Laminate (Field-Tested) - $41.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306536341A12917037497D2369496549012810041
StatTrak™ CZ75-Auto | Crimson Web (Field-Tested) - $1.64 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306579972A14532830289D3056831633969716151
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306579972A12243058831D4676649755892534737
StatTrak™ Nova | Ghost Camo (Field-Tested) - $5.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306586653A14117006287D11336652252661497
AWP | Electric Hive (Field-Tested) - $27.12 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306594294A14556789504D5074447123779564643
M4A4 | Zirka (Minimal Wear) - $24.50 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306607770A14409019502D5624517279808160896
AK-47 | Red Laminate (Battle-Scarred) - $41.32 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306608818A13872158110D12394520393205968343
Glock-18 | Candy Apple (Minimal Wear) - $0.30 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306619191A12886669214D14044722055652836258
AK-47 | Blue Laminate (Well-Worn) - $15.39 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306625411A14440730708D16628426886309225433
FAMAS | Colony (Field-Tested) - $0.01 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306625804A12020307219D16287912919254308370
AK-47 | Predator (Field-Tested) - $17.36 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306631145A9906293353D9946246817920992661
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306635348A14455138552D13884154198542708059
Glock-18 | Sand Dune (Field-Tested) - $4.38 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306635348A14302563659D12298247342452172782
M4A1-S | Bright Water (Minimal Wear) - $24.92 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306660522A11752414057D7838069062727333352
Souvenir M4A1-S | Boreal Forest (Minimal Wear) - $399.00 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306661215A14420180373D9803295074037626312
FAMAS | Pulse (Factory New) - $5.96 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306661215A12220051109D2343701860869110482
StatTrak™ P2000 | Red FragCam (Field-Tested) - $1.86 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306670914A10317341896D17203753600933310156
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306687880A10445894815D11549169681592616447
Souvenir UMP-45 | Gunsmoke (Battle-Scarred) - $1,139.99 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306712075A11796558680D6972742387213089006
Souvenir AUG | Contractor (Field-Tested) - $10.99 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306729848A14533614312D13853076905708518024
M4A1-S | Boreal Forest (Well-Worn) - $0.04 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306733130A14424428460D17171733091289398144
AK-47 | Redline (Battle-Scarred) - $13.54 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306733130A14424428425D11531543873082649401
Souvenir SCAR-20 | Sand Mesh (Field-Tested) - $0.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306763949A12553182490D326559791377338226
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306842070A14463974049D2334135702752996859
AK-47 | Black Laminate (Battle-Scarred) - $24.71 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306847502A10389654363D1039320694986924893
M4A4 | Urban DDPAT (Minimal Wear) - $0.27 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306852763A14336174470D16181097735901489898
Five-SeveN | Copper Galaxy (Minimal Wear) - $4.67 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306871987A14349228735D10143241806457791545
AK-47 | Jungle Spray (Field-Tested) - $4.29 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306871987A14349228466D12541058935822151005
USP-S | Serum (Minimal Wear) - $33.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306907524A14052882840D2912740915564632449
M4A1-S | Bright Water (Minimal Wear) - $24.92 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306909358A9927590870D7360129470772010888
Desert Eagle | Cobalt Disruption (Factory New) - $77.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198306960562A13434943189D3325570379674299909
AK-47 | Redline (Field-Tested) - $30.14 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014409D14592860069711995859
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014388D14908084693179470893
AK-47 | Red Laminate (Field-Tested) - $41.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014364D16351636213098499865
M4A4 | Zirka (Field-Tested) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014257D5687107519851081408
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014111D14271347072394765597
StatTrak™ Desert Eagle | Hypnotic (Factory New) - $127.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014076D13836789124916857547
FAMAS | Spitfire (Minimal Wear) - $42.69 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113014046D14449448541705401462
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113013980D9512341285462787441
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307000846A14113013922D3201604278523265459
SG 553 | Ultraviolet (Field-Tested) - $25.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307022514A13397425108D10296405271350650841
Desert Eagle | Cobalt Disruption (Minimal Wear) - $61.08 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307100802A14506082274D11992003933410215461
USP-S | Overgrowth (Field-Tested) - $23.37 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307181472A11458485373D909740785477694761
Souvenir SSG 08 | Blue Spruce (Field-Tested) - $16.10 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307223472A13894227883D444205765839869444
Glock-18 | Candy Apple (Minimal Wear) - $0.30 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307223472A12537698613D9416539225756706210
StatTrak™ M4A4 | Zirka (Minimal Wear) - $46.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307323068A14252384013D14865967478338732748
M4A1-S | Blood Tiger (Minimal Wear) - $4.84 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307323068A10705329369D12448774716751428586
Souvenir AUG | Storm (Battle-Scarred) - $24.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307553151A13928748955D11720758821118195786
Souvenir Nova | Sand Dune (Field-Tested) - $6.29 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307553151A13928748897D3046349000771520183
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307618247A11676552493D4669782718870725011
P90 | Fallout Warning (Field-Tested) - $9.70 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307646570A11810116444D3174556214059941939
Desert Eagle | Cobalt Disruption (Minimal Wear) - $61.08 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307658652A10761989054D893659876029385251
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307715798A14310027737D2343776343657067111
StatTrak™ Nova | Rising Skull (Minimal Wear) - $9.80 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307723248A12242645407D2777209049334992441
StatTrak™ M4A4 | Faded Zebra (Minimal Wear) - $5.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307723248A12242645366D13900578523445979172
StatTrak™ P250 | Splash (Minimal Wear) - $31.42 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307723248A12242645168D4765493179318461742
Souvenir G3SG1 | Safari Mesh (Battle-Scarred) - $0.11 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307723248A12242645145D20902155418775611
